3, 2004.1, 60248327428.0, 1
3, 2004.1, 61964961925.0, 2
3, 2004.1, 413791240838.0, 1
3, 2004.1, 61964961927.0, 5
3, 2004.1, 61964972168.0, 1
3, 2004.1, 61964944011.0, 6
3, 2004.1, 61961078573.0, 1
3, 2004.1, 61961024912.0, 1
3, 2004.1, 413781681434.0, 1
3, 2004.1, 61961025054.0, 1
3, 2004.1, 61965019983.0, 3
3, 2004.1, 61964944038.0, 1
3, 2004.1, 61961024937.0, 15
3, 2004.1, 61960946218.0, 124
3, 2004.1, 65448286124.0, 71
3, 2004.1, 61960946349.0, 1
3, 2004.1, 61965359920.0, 20
3, 2004.1, 46599090353.0, 1
3, 2004.1, 61964944050.0, 1
3, 2004.1, 61964944313.0, 1
3, 2004.1, 61961024956.0, 6
3, 2004.1, 61961024963.0, 140
3, 2004.1, 61961024968.0, 4
3, 2004.1, 61965359948.0, 7
3, 2004.1, 61964979150.0, 3
3, 2004.1, 61961353423.0, 140
3, 2004.1, 61964944337.0, 1
3, 2004.1, 689711983698.0, 1
3, 2004.1, 61965019987.0, 1
3, 2004.1, 61961024853.0, 49
3, 2004.1, 61964979158.0, 18
3, 2004.1, 61960619991.0, 1
3, 2004.1, 61964961871.0, 4
3, 2004.1, 61965359968.0, 3
3, 2004.1, 61961024868.0, 1
3, 2004.1, 61965020009.0, 5
3, 2004.1, 61961078506.0, 4
3, 2004.1, 61964943984.0, 8
3, 2004.1, 61961024881.0, 5
3, 2004.1, 61965020019.0, 2
3, 2004.1, 46598636532.0, 1
3, 2004.1, 61965359991.0, 1
3, 2004.1, 58301942009.0, 105
3, 2004.1, 61961024891.0, 68
3, 2004.1, 61961024938.0, 1
3, 2004.1, 61964944341.0, 4
3, 2004.34, 45452860802.0, 30
3, 2004.34, 413791240838.0, 27
3, 2004.34, 46592261640.0, 1
3, 2004.34, 619735718796.0, 4
3, 2004.34, 52644931475.0, 1
3, 2004.34, 413781783829.0, 2
3, 2004.34, 46598330671.0, 2
3, 2004.34, 72044777374.0, 1
3, 2004.34, 61961024929.0, 8
3, 2004.34, 61961025059.0, 29
3, 2004.34, 413781773605.0, 1
3, 2004.34, 61960946218.0, 17
3, 2004.34, 45452691887.0, 162
3, 2004.34, 61961024943.0, 162
3, 2004.34, 61961024950.0, 4
3, 2004.34, 413791240888.0, 2
3, 2004.34, 413780725562.0, 1
3, 2004.34, 58301521731.0, 4
3, 2004.34, 46598401334.0, 1
3, 2004.34, 413780421834.0, 1
3, 2004.34, 45452937933.0, 4
3, 2004.34, 61961353423.0, 37
3, 2004.34, 61961078610.0, 1
3, 2004.34, 60247490771.0, 4
3, 2004.34, 45452494420.0, 1
3, 2004.34, 58125624664.0, 161
3, 2004.34, 58301632857.0, 1
3, 2004.34, 619735702618.0, 5
3, 2004.34, 60247698895.0, 1
3, 2004.34, 45452657374.0, 2
3, 2004.34, 413781647588.0, 1
3, 2004.34, 46599208550.0, 1
3, 2004.34, 16260089960.0, 4
3, 2004.34, 19172720749.0, 1
3, 2004.34, 413791240558.0, 2
3, 2004.34, 60247496687.0, 1
3, 2004.34, 277232519715.0, 1
3, 2004.34, 141201789971.0, 1
3, 2004.34, 46598636532.0, 1
3, 2004.34, 413781011064.0, 5
3, 2004.34, 61961024891.0, 123
3, 2004.34, 689711981564.0, 158
3, 2004.35, 45452860802.0, 17
3, 2004.35, 413791240838.0, 17
3, 2004.35, 61961025033.0, 62
3, 2004.35, 619735718796.0, 5
3, 2004.35, 413785141005.0, 1
3, 2004.35, 45452587662.0, 1
3, 2004.35, 61961024912.0, 3
3, 2004.35, 61961024963.0, 2
3, 2004.35, 413781783829.0, 2
3, 2004.35, 689713382422.0, 1
3, 2004.35, 413782634392.0, 1
3, 2004.35, 61961024943.0, 1
3, 2004.35, 19172730330.0, 1
3, 2004.35, 61961024929.0, 92
3, 2004.35, 61961025059.0, 26
3, 2004.35, 61961078565.0, 1
3, 2004.35, 46599097767.0, 1
3, 2004.35, 61961024937.0, 10
3, 2004.35, 61960946218.0, 107
3, 2004.35, 61960946349.0, 19
3, 2004.35, 46598870574.0, 1
3, 2004.35, 45452691887.0, 301
3, 2004.35, 65452910749.0, 13
3, 2004.35, 43928042931.0, 3
3, 2004.35, 19172713136.0, 1
3, 2004.35, 61961024956.0, 1
3, 2004.35, 58301521731.0, 3
3, 2004.35, 12597656822.0, 1
3, 2004.35, 46605915465.0, 1
3, 2004.35, 45452937933.0, 2
3, 2004.35, 413780417614.0, 6
3, 2004.35, 413781769464.0, 2
3, 2004.35, 61960619991.0, 1
3, 2004.35, 58125624664.0, 296
3, 2004.35, 11931871705.0, 1
3, 2004.35, 619735702618.0, 10
3, 2004.35, 45452657374.0, 8
3, 2004.35, 141201789971.0, 1
3, 2004.35, 61961024868.0, 156
3, 2004.35, 52644931475.0, 4
3, 2004.35, 46594353831.0, 1
3, 2004.35, 19172720749.0, 1
3, 2004.35, 45452786930.0, 11
3, 2004.35, 141210720499.0, 42
3, 2004.35, 46598636532.0, 2
3, 2004.35, 689711936629.0, 3
3, 2004.35, 61961024886.0, 20
3, 2004.35, 413781011064.0, 2
3, 2004.35, 61961024891.0, 156
3, 2004.35, 689711981564.0, 297
3, 2004.36, 413780772224.0, 1
3, 2004.36, 413782333461.0, 1
3, 2004.36, 413780612484.0, 1
3, 2004.36, 60247494918.0, 1
3, 2004.36, 61961025033.0, 43
3, 2004.36, 413791240842.0, 1
3, 2004.36, 619735718796.0, 4
3, 2004.36, 46605672847.0, 1
3, 2004.36, 61961024912.0, 23
3, 2004.36, 141201789971.0, 3
3, 2004.36, 45452843541.0, 2
3, 2004.36, 689713382422.0, 2
3, 2004.36, 19172714011.0, 5
3, 2004.36, 65452910749.0, 13
3, 2004.36, 61961024927.0, 1
3, 2004.36, 61961024929.0, 77
3, 2004.36, 18220152610.0, 1
3, 2004.36, 61961025059.0, 63
3, 2004.36, 46594420132.0, 1
3, 2004.36, 61961078565.0, 2
3, 2004.36, 61961078566.0, 15
3, 2004.36, 58301521731.0, 1
3, 2004.36, 61961024937.0, 15
3, 2004.36, 61960946218.0, 19
3, 2004.36, 61961572140.0, 3
3, 2004.36, 64107063725.0, 2
3, 2004.36, 45452691887.0, 119
3, 2004.36, 61961024943.0, 56
3, 2004.36, 58301489545.0, 1
3, 2004.36, 61961024824.0, 9
3, 2004.36, 61961024884.0, 2
3, 2004.36, 413780725562.0, 1
3, 2004.36, 45452937933.0, 1
3, 2004.36, 60261836294.0, 10
3, 2004.36, 141201789629.0, 1
3, 2004.36, 45449980479.0, 10
3, 2004.36, 46598335297.0, 1
3, 2004.36, 45450128843.0, 1
3, 2004.36, 45452641990.0, 1
3, 2004.36, 413780489799.0, 1
3, 2004.36, 61961024968.0, 4
3, 2004.36, 413780421834.0, 2
3, 2004.36, 46598710091.0, 1
3, 2004.36, 58128753124.0, 1
3, 2004.36, 413791240838.0, 3
3, 2004.36, 61961353423.0, 15
3, 2004.36, 61961078610.0, 4
3, 2004.36, 46596408995.0, 1
3, 2004.36, 413780417614.0, 3
3, 2004.36, 58125624664.0, 46
3, 2004.36, 61961024868.0, 25
3, 2004.36, 619735702618.0, 7
3, 2004.36, 45452657374.0, 2
3, 2004.36, 64108040545.0, 35
3, 2004.36, 46601825552.0, 12
3, 2004.36, 413781647588.0, 2
3, 2004.36, 61960946207.0, 1
3, 2004.36, 61961024956.0, 3
3, 2004.36, 962127411946.0, 2
3, 2004.36, 45452926828.0, 1
3, 2004.36, 19172720749.0, 4
3, 2004.36, 43928034381.0, 1
3, 2004.36, 45452786930.0, 1
3, 2004.36, 46598636532.0, 1
3, 2004.36, 413781011064.0, 2
3, 2004.36, 413789702637.0, 1
3, 2004.36, 61961024891.0, 44
3, 2004.36, 689711981564.0, 122
3, 2004.36, 61961024938.0, 4
3, 2004.36, 413787118078.0, 1
3, 2004.36, 61961024853.0, 13
3, 2004.37, 58125624664.0, 4
3, 2004.37, 65448286124.0, 6
3, 2004.37, 61961024891.0, 2
3, 2004.37, 689711981564.0, 7
3, 2004.37, 45452691887.0, 6
3, 2004.39, 61964944370.0, 15
3, 2004.39, 413781810948.0, 1
3, 2004.39, 53529427600.0, 2
3, 2004.39, 413789073414.0, 1
3, 2004.39, 46592301575.0, 1
3, 2004.39, 61961025033.0, 67
3, 2004.39, 619735718796.0, 3
3, 2004.39, 61964979163.0, 1
3, 2004.39, 61961024911.0, 1
3, 2004.39, 61961024912.0, 4
3, 2004.39, 72043396881.0, 1
3, 2004.39, 141201789971.0, 3
3, 2004.39, 689713382422.0, 22
3, 2004.39, 61961078595.0, 1
3, 2004.39, 65452910749.0, 49
3, 2004.39, 61960946207.0, 107
3, 2004.39, 52982412192.0, 4
3, 2004.39, 61961024929.0, 64
3, 2004.39, 61961025059.0, 36
3, 2004.39, 61961078565.0, 59
3, 2004.39, 61961078566.0, 6
3, 2004.39, 58301521731.0, 3
3, 2004.39, 61961024937.0, 91
3, 2004.39, 61960946218.0, 48
3, 2004.39, 61961078573.0, 4
3, 2004.39, 45452691887.0, 43
3, 2004.39, 43928042931.0, 11
3, 2004.39, 53529426996.0, 3
3, 2004.39, 61964944054.0, 1
